2	P0	24.0139451906003	10950615
2	P1	24.014083256866	10951168
2	P2	24.014090247563	10951196
2	P3	24.014975070069	10954740
2	P4	24.0155061133733	10956867
2	P5	24.016993741693	10958092
2	P6	24.0171137468331	10958185
2	P7	24.0174006782119	10959384
2	P8	24.0176811277426	10960565
2	P9	24.0177495462256	10960921
2	P10	24.0180829902369	10962656
2	P11	24.0181014401649	10962752
2	P12	24.0182574830889	10963527
2	P13	24.0183453107902	10965641
2	P14	24.0183562961869	10965980
2	P15	24.0183666334776	10966299
2	P16	24.0183715266779	10966450
2	P17	24.0183839055025	10966832
2	P18	24.0183881505968	10966963
2	P19	24.0183898680777	10967016
2	P20	24.0184992078213	10969435
2	P21	24.0185676707443	10969662
2	P22	24.0185748253853	10969688
2	P23	24.0397253287252	10972383
2	P24	24.0400637244502	10972626
2	P25	24.0412042433752	10973445
2	P26	24.0441801761502	10975582
2	P27	24.0451229494252	10976259
2	P28	24.0454919818002	10976524
2	P29	24.0464447284012	10977338
2	P30	24.0464596052317	10977352
2	P31	24.0476582527177	10978480
2	P32	24.0476646285022	10978486
2	P33	24.0493915858438	10980454
2	P34	24.0495758264122	10980868
2	P35	24.0497070359492	10983280
2	P36	24.0497621788434	10984514
2	P37	24.0498183945659	10985116
2	P38	24.0498191982839	10985123
2	P39	24.0499870991437	10985928
2	P40	24.0499955527252	10985962
2	P41	24.0503652464399	10986902
2	P42	24.0527942338	10987714
2	P43	24.0550934619292	10989662
2	P44	24.0551997018295	10990100
2	P45	24.0552186212638	10990178
2	P46	24.0594916784088	10991390
2	P47	24.0739990804988	10992602
2	P48	24.0846958073138	10993588
2	P49	24.1002038115038	10993751
2	P50	24.1002989526338	10993752
2	P51	24.1124770172738	10993880
2	P52	24.1203529193715	10995655
2	P53	24.1203575307342	10995661
2	P54	24.1210884317221	10996612
2	P55	24.1213464774991	10997272
2	P56	24.1213621166371	10997312
2	P57	24.122058840235	10999094
2	P58	24.1221452464725	10999315
2	P59	24.1225874430995	11000446
2	P60	24.122685187712	11000696
2	P61	24.1267563308401	11002337
2	P62	24.1554335972641	11008443
2	P63	24.1560344323591	11008650
2	P64	24.1581010728791	11009362
2	P65	24.1624928549071	11012309
2	P66	24.1626195801226	11012426
2	P67	24.1654220597416	11014572
2	P68	24.3180803288633	11017252
2	P69	24.3244855436213	11019047
2	P70	24.3288365078898	11019966
2	P71	24.3305736194098	11020262
2	P72	24.3332555787498	11020719
2	P73	24.3362309690898	11021226
2	P74	24.3388190305098	11021667
2	P75	24.3397782311328	11021849
2	P76	24.3398983513418	11022041
2	P77	24.3421965159358	11023594
2	P78	24.3448151293948	11023803
2	P79	24.3471079823278	11023986
2	P80	24.3517688636998	11024358
2	P81	24.3724088333608	11025450
2	P82	24.3768917858283	11025635
2	P83	24.3779734982042	11028133
2	P84	24.3779842593891	11028264
2	P85	24.3780117784499	11028599
2	P86	24.3780342865772	11028873
2	P87	24.3780949106573	11029611
2	P88	24.3798159459947	11030692
2	P89	24.3802536208087	11030793
2	P90	24.3829662558609	11031993
2	P91	24.3835313263933	11034172
2	P92	24.3840873627263	11035634
2	P93	24.3844388398263	11037954
2	P94	24.3865579951223	11040932
2	P95	24.3877289125123	11041447
2	P96	24.3948559679628	11045074
2	P97	24.3948832038753	11045083
2	P98	24.3967140624378	11045688
2	P99	24.3994527847503	11046593
2	P100	24.4008800580888	11047615
2	P101	24.4038758713848	11049882
2	P102	24.4072305579	11054133
2	P103	24.4088135297405	11055451
2	P104	24.4090246002855	11055645
2	P105	24.4093096543205	11055907
2	P106	24.4096034122955	11056177
2	P107	24.4107413613192	11057424
